,CountryCode,Year,NCD_BMI_30A,NCD_DIABETES_PREVALENCE_CRUDE,NCD_GLUC_03,NCD_PAA,SI_POV_DAY1,WHS5_512,WHOSIS_000001,WSH_SANITATION_BASIC,PHE_HHAIR_PROP_POP_POLLUTING_FUELS
131,EGY,2013.0,38.172328,18.499964,15.7,32.440369,,,70.47150621,95.30429,0.3
132,TON,2004.0,56.418657,17.916693,16.8,31.607414,,,71.44335848,88.59215,55.8
133,OMN,2018.0,28.330603,15.958421,,38.663967,,,74.96470035,99.31981,0.0
134,AFR,2014.0,9.589556,7.1352229,5.1,18.538624,,,61.97191179,31.95153,83.22
135,EST,2013.0,21.03795,8.6033106,9.2,14.582449,1.0,,77.02989191,99.10659,0.0
136,SOM,2004.0,6.5510929,6.2862553,4.1,20.365829,,,49.44567549,22.8843,99.5
137,MDV,2021.0,16.569354,10.553454,,24.55724,,,75.39664085,99.70016,0.3
138,TKM,1994.0,9.6207395,10.415175,4.7,,,,,,2.0
139,LBR,2019.0,14.44114,8.7066859,,16.219955,,,63.44171284,20.76197,99.5
140,EUR,2017.0,21.450451,9.9734336,,24.773294,,,77.62310671,96.32478,2.6
141,SOM,2013.0,9.9717513,6.6337243,4.8,18.65925,,,52.50391976,32.00099,98.4
142,GLOBAL,2016.0,13.433155,11.857998,,28.658533,,,72.43889094,74.13305,34.668917643
143,DNK,2011.0,12.507869,3.832072,6.0,18.581247,0.0,,79.68812406,99.59723,0.0
144,AGO,2022.0,11.473734,15.971397,,17.329948,,,,52.17728,50.0
145,MUS,1993.0,9.7032465,12.607275,8.4,,,,,,18.0
146,PAN,1999.0,16.533703,5.352661,5.9,,,,,,0.0
147,KGZ,2006.0,16.137697,7.3371165,6.4,17.207525,9.9,,67.10547635,93.83309,35.5
148,SRB,1999.0,14.156073,7.6642387,6.8,,,,,,43.7
149,NOR,1993.0,8.9916766,5.4642711,5.8,,,,,,0.0
150,WPR,1990.0,1.63627,4.6858814,4.4,,,,,,60.96
151,IND,1998.0,1.5314687,10.845691,5.6,,,,,,80.0
152,GUY,1993.0,10.539547,7.6550439,4.3,,,,,,0.0
153,PNG,2008.0,15.74568,16.991037,9.5,15.410487,,,64.35307086,18.5366,93.1
154,SLB,2008.0,17.904994,6.5719873,9.1,28.27396,,,64.05632367,24.94208,91.9
155,ITA,2014.0,16.273552,9.6750788,8.5,41.630741,1.2,,82.61004631,99.88552,0.0
156,BGR,2012.0,17.646722,11.038778,9.9,26.239391,2.0,,74.28202002,85.95203,
157,AND,2008.0,16.070682,8.3314635,8.7,32.688747,,,,100.0,0.0
158,EMR,1995.0,12.157892,9.0584762,6.5,,,,,,53.71
159,DZA,1997.0,12.205689,9.1530792,5.8,,,,,,5.5
160,ESP,1997.0,16.976696,8.9146949,8.1,,,,,,0.0
161,PRY,2008.0,22.090712,8.4162422,5.9,27.319098,4.3,,74.99888647,79.93355,45.8
162,GRC,2009.0,23.516253,10.414527,8.6,31.727678,0.5,,80.02249419,98.47552,0.0
163,MDG,1998.0,0.97759692,5.0626706,2.7,,,,,,98.7
164,TCD,2011.0,4.3451358,6.4464353,4.3,20.35317,38.4,,56.17787256,10.75454,97.1
165,CYP,1990.0,14.833528,5.4379582,5.1,,,,,,0.0
166,CIV,2005.0,6.2250733,5.2693475,4.2,23.788675,,,53.84685304,23.81846,83.7
167,DJI,2007.0,5.6451868,5.9802145,5.8,18.651695,,,60.99155224,51.05047,94.6
168,DJI,2011.0,6.8207234,6.1887573,6.0,17.87042,,,62.33627596,56.22718,93.2
169,HRV,2000.0,15.264188,7.1563475,7.4,12.596904,,,74.75166907,98.46739,0.0
170,NAM,2011.0,13.778745,7.395599,5.1,31.11738,,,60.88311335,32.51371,58.8
171,CUB,1995.0,8.6839303,7.2509438,6.7,,,,,,57.8
172,TON,2016.0,66.38236,21.181399,,30.581608,,,72.56032607,93.72476,24.05
173,PRK,1998.0,3.1682551,6.502004,5.0,,,,,,99.0
174,ESP,1999.0,17.791346,9.4771892,8.3,,,,,,0.0
175,UGA,2018.0,6.0418431,3.2808568,,6.0672412,,,65.71888649,20.20395,98.8
176,GMB,1995.0,2.3941353,5.1281687,3.2,,,,,,96.4
177,WB_LI,2005.0,4.7397848,6.6825181,3.9,18.192602,,,57.38958544,,
178,YEM,1991.0,3.5482977,7.5733475,3.3,,,,,,56.0
179,VCT,2010.0,25.288865,11.827457,9.2,26.904848,,,73.48342047,82.85683,4.5
180,LSO,2020.0,19.792959,5.7710823,,8.1131268,,,51.85352687,50.31808,51.9
181,BFA,1998.0,1.195503,3.6915239,2.7,,,,,,97.7
182,LCA,2003.0,19.46837,10.576178,7.9,23.987373,,,73.77614845,85.02425,10.3
183,NIU,1998.0,53.821599,22.872013,16.2,,,,,,31.3
184,DJI,1996.0,3.0700712,5.0949346,5.2,,,,,,96.6
185,MEX,2001.0,22.236127,13.208263,7.7,22.586689,,,74.55106521,78.51149,16.6
186,IRL,2014.0,25.661168,6.9459543,7.3,27.929184,0.5,,81.05218065,89.60895,0.0
187,WPR,1992.0,1.802354,4.9002696,4.6,,,,,,59.86
188,DOM,2009.0,20.312814,9.7937956,8.1,31.199106,3.1,,73.54510674,81.97411,12.9
189,NER,2016.0,4.5665365,5.1449589,,17.553646,,,59.83593299,13.32697,97.7
190,PRK,1994.0,2.5592208,6.0170647,4.8,,,,,,99.3
191,BEN,2006.0,6.5583549,4.3600075,4.3,17.006676,,,59.54016851,11.30074,97.2
192,TJK,2018.0,21.098851,10.189362,,33.602558,,,73.49599296,96.42603,17.65
193,GLOBAL,2007.0,10.673512,9.0869971,7.2,25.33502,,,69.42465871,63.44571,45.828894141
194,PAN,1990.0,11.078722,4.102084,4.5,,,,,,0.0
195,GBR,2001.0,19.771144,6.154608,6.9,36.741528,,,77.95184342,99.12955,0.0
196,PYF,2001.0,38.627735,13.332735,,,,,,,
197,EST,1991.0,13.818206,4.8803281,7.5,,,,,,0.0
198,BIH,2019.0,19.859956,17.600666,,19.883581,,,77.09808482,,59.7
199,NLD,1992.0,8.6660616,5.3393755,4.6,,,,,,0.0
200,ARE,2011.0,32.086125,20.611222,6.5,57.686615,,,80.25767057,99.121,0.0
201,BRN,1999.0,12.924713,8.6490989,6.2,,,,,,0.0
202,AUT,2020.0,15.044133,7.5609557,,20.777657,,,81.08512036,99.97261,0.0
203,VCT,2000.0,18.699703,8.1740759,7.0,24.695742,,,71.66187212,66.72945,4.0
204,ZWE,2017.0,11.910026,9.1270819,,17.694355,,,58.23863624,36.94167,70.1
205,SSD,2004.0,3.5899658,5.5461161,,18.48999,,,55.24391875,,99.8
206,QAT,2011.0,35.274398,15.116435,12.0,49.550209,,,74.27799506,99.93655,0.0
207,MEX,2012.0,29.330903,17.487147,9.9,25.303265,3.4,,75.6445679,86.31345,15.2
208,JAM,2014.0,27.810991,17.71453,11.9,34.645794,,,73.23854714,85.62576,10.8
209,SOM,2001.0,5.5636276,6.0924832,3.8,21.078665,,,49.32648692,20.77614,99.6
210,POL,1996.0,15.21325,5.7716168,6.9,,,,,,0.0
211,MDG,2006.0,1.6430011,5.7082176,3.3,15.038957,,,61.19063264,6.60626,98.9
212,MNG,2011.0,16.975267,7.6902136,8.3,15.258162,0.6,,67.30366439,57.96222,63.3
213,PAK,2014.0,14.468773,17.960696,9.8,37.893162,,,65.39254995,56.67206,59.7
214,SWZ,2015.0,25.033963,8.2554683,,20.356188,,,52.11336327,60.91065,54.3
215,PSE,2013.0,34.586638,13.747554,,35.00153,,,74.20101603,95.30014,
216,ESP,2009.0,19.577245,9.095379,9.0,33.478931,0.7,,81.32919045,99.87023,0.0
217,MWI,2000.0,2.1145873,4.9732767,3.2,15.693027,,,44.64126346,9.35119,97.9
218,UZB,2005.0,15.169224,7.2082445,5.9,11.882271,,,63.20028511,94.15081,14.9
219,GHA,2015.0,10.903609,6.0257196,,19.62842,,,64.33720534,20.40011,78.6
220,MUS,2013.0,16.677466,23.965223,13.9,28.479015,,,73.803364,95.47877,1.7
221,SEN,1993.0,2.7466821,4.9860165,3.7,,,,,,77.3
222,LBR,1999.0,4.5205478,8.8191055,3.7,,,,,,99.5
223,DJI,2000.0,3.8429901,5.441881,5.5,20.306372,,,59.51993524,47.05179,96.2
224,DNK,1997.0,9.7099274,3.7999153,5.9,,,,,,0.0
225,LTU,2013.0,23.221868,11.542466,9.5,21.713367,0.7,,73.86695735,90.6659,0.0
226,AND,2006.0,15.598576,8.0700256,8.6,33.509991,,,,100.0,0.0
227,CRI,1991.0,11.865108,5.0194897,4.4,,,,,,15.2
228,LKA,1994.0,1.5171658,7.7690259,3.9,,,,,,87.9
229,NOR,2021.0,18.84387,7.4759543,,34.966545,,,82.88199872,98.05003,0.0
230,LAO,2010.0,4.2446189,5.1557988,5.2,15.73933,,,64.42237003,56.42819,96.5
231,HUN,1992.0,14.079376,7.7026546,7.6,,,,,,0.0
232,ZMB,2002.0,4.1115809,4.1390695,3.4,17.512478,49.4,,45.80351415,21.59961,85.4
233,QAT,2006.0,31.159273,15.036605,12.1,47.503662,,,71.48490844,99.93655,0.0
234,WSM,2013.0,56.358898,15.179881,22.1,21.6439,1.1,62.0,70.24040584,94.69976,70.3
235,GTM,1991.0,8.0178842,6.8333104,4.5,,,,,,52.5
236,WB_LI,2009.0,5.7897117,6.9692731,4.3,17.785942,,,60.19604573,,
237,HRV,1999.0,14.744638,6.9960967,7.3,,,,,,0.0
238,SEN,2016.0,8.4790207,6.2641487,,17.370258,,,67.7658388,53.88068,71.7
239,GTM,2003.0,14.382404,10.271711,6.1,12.897953,,,69.39160529,62.67261,61.4
240,PLW,2008.0,38.456833,21.738778,20.7,31.469101,,,,95.00229,0.0
241,BEL,2008.0,17.045546,5.9512798,6.4,39.046551,0.0,,79.56481171,99.48594,0.0
242,AUS,2008.0,24.087587,6.5597624,7.1,26.40774,0.5,,81.32192176,99.99474,0.0
243,AGO,2018.0,10.116035,14.576846,,17.764174,,,62.27158067,51.12074,51.2
244,ECU,2018.0,24.247363,10.329231,,22.193375,,,77.46907136,89.13064,5.4
245,BOL,2004.0,15.256424,8.4607549,5.3,22.062866,13.7,,68.28111683,39.3677,32.8
246,CYP,2005.0,19.994839,7.6332547,6.9,42.535099,0.0,,79.53715992,99.67837,0.0
247,LBR,1996.0,3.5450075,8.0768123,3.6,,,,,,99.4
248,DZA,2007.0,16.469198,11.053529,8.2,25.127131,,,74.59216684,86.29944,1.2
249,KOR,1993.0,1.7295327,6.5315776,5.7,,,,,,0.0
250,CHL,2014.0,31.346932,12.546365,11.4,31.923283,,,79.93658439,98.94399,0.0
251,VEN,1997.0,17.297658,6.95007,6.8,,,,,,2.25
252,TUN,2008.0,20.185708,10.357717,9.9,26.262379,,,75.92697277,84.69518,1.1
253,IRQ,2017.0,37.598753,18.475327,,49.800518,,,71.60611249,95.45492,1.1
254,CPV,1996.0,5.1146146,6.6991292,4.3,,,,,,38.9
255,COG,2000.0,5.1159706,7.7220209,4.1,21.84926,,,52.21826617,11.92011,92.1
256,BRN,2003.0,15.878026,9.6387081,7.0,26.947632,,,76.10651217,76.36475,0.0
257,ETH,2020.0,2.4685992,5.1878493,,9.6333599,,,68.79596101,8.95354,93.8
258,ASM,2003.0,69.404846,29.300937,,,,,,,
259,ERI,1997.0,1.0152704,5.0354544,2.3,,,,,,97.4
260,FSM,1994.0,35.235989,16.584486,9.8,,,,,,88.5
261,SVN,1998.0,13.562468,6.8802677,7.0,,,,,,0.0
262,CUB,1992.0,7.7129096,6.4089745,6.4,,,,,,70.3
263,COG,2014.0,7.5585425,9.6190862,5.7,17.571486,,,61.64003199,18.33936,76.1
264,COD,1993.0,1.4996919,5.3647082,2.4,,,,,,99.6
265,EUR,2000.0,16.668379,6.959673,7.2,25.695965,,,72.39957333,93.31942,4.79
266,HTI,1995.0,4.207541,8.7677673,3.7,,,,,,97.9
267,GRD,2020.0,28.906992,20.598368,,34.94548,,,75.35142309,,12.8
268,TZA,2017.0,9.722174,5.1804498,,5.5104418,,,65.98183854,26.78297,95.4
269,TZA,2010.0,6.7079507,5.3744573,3.9,8.1007185,,,61.6819464,18.51297,98.6
270,HTI,2014.0,8.731962,16.996521,6.9,25.528536,,,62.25423095,31.41232,96.2
271,COG,2016.0,7.7623986,9.9763289,,17.060532,,,62.56582962,19.54805,72.1
272,CIV,2002.0,5.207986,4.9368735,3.9,24.54883,23.2,,51.80536737,21.88798,83.9
273,MHL,2001.0,38.038796,25.755364,15.4,39.485191,,,,85.86436,90.3
274,BFA,2016.0,4.6752714,6.8471864,,16.547037,,,61.35518157,21.22902,90.2
275,NER,1990.0,0.90312278,3.4687132,2.0,,,,,,99.4
276,IRN,2002.0,15.825005,6.7864932,6.2,30.725103,,,74.01828515,79.71555,7.2
277,EST,2020.0,21.905331,11.251076,,15.608448,,,78.62190265,99.08075,0.0
278,GBR,1996.0,16.076434,5.8655962,6.5,,,,,,0.0
279,SUR,1991.0,10.896638,6.7161635,6.8,,,,,,41.4
280,AFG,1997.0,3.3534441,9.1160074,5.2,,,,,,96.2
281,GEO,1992.0,14.491358,8.3064862,7.6,,,,,,63.0
282,SLB,2009.0,18.196261,6.5836236,9.3,27.317507,,,64.16468031,25.90062,91.8
283,TKL,2020.0,68.966341,32.113704,,,,,,,71.0
284,ZAF,1991.0,16.66124,8.6345389,5.3,,,,,,56.4
285,YEM,1996.0,4.4001296,8.1845559,4.3,,,,,,49.8
286,CPV,2001.0,7.0832215,7.3209457,5.0,22.219143,16.2,,71.98653007,39.19106,37.3
287,PRT,2006.0,16.828167,8.1966937,7.9,44.921047,0.0,,78.74114417,98.29211,0.0
288,ARE,1992.0,20.153721,13.075681,6.1,,,,,,0.0
289,ASM,1996.0,66.845119,22.259685,,,,,,,
290,VCT,2011.0,25.924975,12.265525,9.5,27.148417,,,73.21012386,84.5255,4.7
291,TON,2018.0,68.180418,21.582964,,30.589979,,,72.84423109,94.2608,19.0
292,SWZ,2022.0,30.086693,9.9643186,,19.22184,,,,64.42023,50.1
293,HRV,1996.0,13.443866,6.5860532,6.9,,,,,,0.0
294,RUS,1999.0,18.288271,6.0952127,7.9,,,,,,0.0
295,EST,2006.0,19.382226,6.8484098,8.5,13.489483,0.7,,73.02632317,99.48554,0.0
296,LUX,1995.0,14.179941,5.86708,6.3,,,,,,0.0
297,TGO,2007.0,5.5538606,4.5376189,4.1,13.905523,,,57.69120242,12.07223,98.1
298,HTI,2007.0,7.2185516,13.479957,5.5,23.598293,,,59.85463205,24.06453,96.6
299,BGR,2013.0,17.934869,11.435662,10.1,26.799969,1.7,11.0,74.79512219,85.96239,
300,BOL,2019.0,26.018664,14.174102,,22.243679,,,72.91976198,63.81631,13.4
301,ERI,2009.0,2.2453109,5.7845645,2.9,12.477844,,,60.06524888,11.02204,92.3
302,MDG,1991.0,0.65217088,4.2605124,2.3,,,,,,98.6
303,IND,2010.0,3.6510125,14.763856,7.3,33.714466,,,67.480793,42.70832,65.0
304,IRN,2003.0,16.30609,6.9542274,6.4,31.498018,,,73.34953209,80.44563,6.3
305,GNB,1997.0,3.2588195,5.2181777,3.3,,,,,,98.4
306,GRL,2006.0,20.957641,6.0895462,,,,,,,
307,TLS,2010.0,0.9940898,3.574542,3.9,20.611589,,,67.00361983,45.10191,95.5
308,SLV,2010.0,24.089871,10.104755,8.3,34.140076,5.5,,74.56329622,83.75477,23.3
309,GRC,1995.0,16.499002,7.772544,7.4,,,,,,0.0
310,BDI,1998.0,1.3808423,5.116697,1.7,,,,,,99.7
311,JOR,1991.0,23.960726,8.9640506,7.6,,,,,,0.9
312,ZAF,2003.0,24.693684,11.513024,7.5,49.344589,,,52.93394541,62.18153,37.1
313,ECU,2007.0,17.075215,6.702438,5.9,21.554705,8.5,,74.34691701,77.07143,7.2
314,ERI,2012.0,2.6611121,5.9647258,3.2,12.072819,,,61.35054403,11.53652,90.8
315,DEU,2004.0,19.307733,9.473788,6.7,18.926445,0.0,,79.02932323,99.22056,0.0
316,SOM,2012.0,9.5553361,6.5916039,4.7,18.809118,,,50.10797443,31.00428,98.6
317,ESP,1996.0,16.571262,8.5841164,8.0,,,,,,0.0
318,KWT,2010.0,40.339044,16.767451,13.5,62.025845,,,80.49475441,100.0,0.0
319,AUS,2001.0,20.166312,5.2409381,6.8,26.635206,0.7,,80.12984228,99.99125,0.0
320,ZMB,1993.0,2.51619,3.7943274,3.1,,,,,,87.8
321,IRL,2016.0,26.30347,7.5740278,,26.328417,,,81.40605545,89.46846,0.0
322,ETH,2003.0,0.81064412,4.8791226,3.0,13.314392,,,54.78484585,3.69805,99.0
323,LKA,2021.0,9.983661,25.910684,,36.198917,,,77.22895472,94.21641,66.8
324,DOM,2001.0,14.876243,6.4064756,6.3,27.879623,3.9,,73.59849431,77.47312,15.3
325,MKD,2014.0,23.142941,10.375302,8.4,24.006475,4.4,,75.25754035,94.7668,27.3
326,PRY,2020.0,31.217179,12.283798,,34.645473,,,75.24817035,92.74627,30.65
327,PYF,2022.0,48.093468,18.167044,,,,,,,
328,AZE,2003.0,17.005141,8.5628614,7.4,22.355659,0.0,,66.74212235,67.94943,20.0
329,LBR,2000.0,4.8997249,9.0428345,3.8,32.159286,,,53.27371266,12.05343,99.5
330,SEAR,1998.0,1.835077,9.2043772,5.4,,,,,,82.7
331,EMR,2021.0,27.928877,19.815809,,39.852226,,,68.48743553,81.75101,27.24
332,AUS,1995.0,16.090162,4.4244729,6.1,,,,,,0.0
333,CZE,2021.0,25.508684,11.369278,,23.320438,,,77.07730392,99.13664,0.0
334,IND,1995.0,1.1966485,10.175932,5.2,,,,,,83.5
335,PHL,2021.0,8.3772317,10.971587,,43.712662,,,66.40834182,83.58501,44.4
336,NPL,1994.0,0.70391465,6.6184424,4.7,,,,,,99.2
337,ZWE,1992.0,5.7889905,6.5887891,3.4,,,,,,65.5
338,TTO,2019.0,26.931399,28.35972,,43.333591,,,74.09327397,93.91521,0.0
339,MHL,1995.0,35.892993,22.179951,12.9,,,,,,97.7
340,SOM,2020.0,13.430162,7.3269069,,18.106695,,,55.12925544,39.30662,96.3
341,SGP,2018.0,11.145356,12.298413,,23.106634,,,83.50811882,100.0,0.0
342,MOZ,1990.0,1.6906563,4.1283302,2.6,,,,,,98.1
343,TLS,1992.0,0.31545539,3.0036883,2.4,,,,,,99.8
344,SRB,1992.0,12.984589,6.7275211,6.3,,,,,,51.0
345,COK,2015.0,64.451528,31.737295,,34.184753,,,,84.83475,21.3
346,CHN,2010.0,3.9697785,7.6409794,8.1,21.097818,11.2,,74.65168239,75.80105,42.1
347,SAU,1994.0,22.279148,16.824354,7.9,,,,,,0.0
348,MDV,1992.0,4.0073469,4.6216536,5.0,,,,,,98.4
349,SVK,2008.0,18.718868,6.9160402,7.4,25.188187,0.5,,74.82525921,98.69834,0.0
350,CYP,2010.0,21.273379,7.8559965,7.4,42.253296,0.0,,81.17822871,99.57228,0.0
351,CHE,2012.0,11.809546,5.3429343,5.5,22.791008,0.0,,82.39224777,99.88687,0.0
352,KAZ,2016.0,16.977122,9.1013208,,24.809364,0.0,,72.39593644,97.80582,6.5
353,VEN,1992.0,14.324096,5.75726,6.1,,,,,,1.9
354,WB_LMI,1993.0,3.7375189,8.0279559,4.7,,,,,,
355,SEAR,1990.0,1.038385,7.9429366,4.2,,,,,,89.58
356,DJI,2012.0,7.1355022,6.2554978,6.0,17.701458,18.3,,62.75529104,57.52277,92.7
357,POL,2013.0,22.685766,9.5612511,9.3,30.314714,0.0,,76.86531254,96.31801,0.0
358,TGO,2016.0,8.5692115,6.2321465,,14.127763,,,62.01053382,16.6392,92.5
359,AFR,2021.0,11.719398,8.3499312,,17.396683,,,63.55243899,35.87723,77.47
360,TCD,2022.0,6.6922761,9.120658,,17.847639,,,,12.92207,91.2
361,COL,2015.0,19.853628,10.887299,,31.661507,4.5,,77.34484367,88.68661,11.3
362,COL,2011.0,17.572729,9.5752262,7.5,30.07103,6.3,,76.68552906,85.19246,14.2
363,BHS,1991.0,19.958703,7.5228445,6.8,,,,,,0.0
364,UGA,2014.0,4.6963621,3.10692,2.8,6.8540468,,,63.49406001,19.37585,99.1
365,PLW,2018.0,40.231463,19.571118,,27.05714,,,,98.03585,0.0
366,BRB,1999.0,21.325365,15.237613,9.3,,,,,,0.0
367,BEN,2005.0,6.2255513,4.2282846,4.2,16.951723,,,59.21023989,10.81469,97.7
368,AND,2016.0,17.121673,8.9412995,,29.231049,,,,100.0,0.0
369,COL,2016.0,20.396207,11.142604,,32.052959,4.5,,77.57662615,89.55554,10.8
370,MDG,2011.0,2.1963954,5.9093125,3.6,14.175564,,,62.75965875,9.07317,99.0
371,LVA,2016.0,22.715725,10.274429,,15.971048,,,74.95310955,91.95677,0.0
372,KIR,2018.0,45.03375,17.852293,,33.552769,,,60.74880481,43.70568,90.6
373,PRI,2016.0,37.139171,26.406214,,39.279495,,,80.23535619,,0.0
374,SLE,2017.0,6.3291676,8.1022792,,13.561278,,,59.15812369,18.33386,99.3
375,NER,2021.0,5.6971259,5.1252048,,16.381319,,,59.97070525,15.88156,95.9
376,CYP,2001.0,18.507411,7.1863808,6.6,42.426445,,,78.86668678,99.7395,0.0
377,TKM,2006.0,14.378113,14.327565,6.9,15.339616,,,65.67349206,93.94447,0.2
378,TGO,2003.0,4.2279925,4.1606817,3.8,13.69031,,,56.35238007,10.45706,99.3
379,NOR,1991.0,8.3709776,5.2083753,5.7,,,,,,0.0
380,IRN,1996.0,12.967597,6.1009753,5.4,,,,,,15.0
381,ATG,2013.0,27.408746,17.474529,11.4,34.602703,,,75.71757904,97.37713,0.0
382,CYP,2003.0,19.286419,7.4358977,6.8,42.507156,,,79.11243929,99.71942,0.0
383,AZE,1999.0,15.204176,7.8814723,6.6,,,,,,33.5
384,HUN,2022.0,31.703931,15.961531,,29.413515,,,,97.97874,0.0
385,KEN,2021.0,11.901668,4.1809954,,9.0181808,,,66.76221995,36.11476,74.2
386,UKR,1998.0,17.807449,6.4200357,7.6,,,,,,10.1
387,ISR,2003.0,19.899885,9.7600758,6.7,33.614456,,,79.09724844,100.0,0.0
388,FRA,2015.0,11.104283,5.5517916,,28.184137,0.0,,81.90513823,98.6516,0.0
389,GIN,2007.0,4.5803457,5.5603776,4.0,18.496605,59.7,,57.16190125,14.92949,99.2
390,CIV,1995.0,3.129112,4.4018384,3.4,,,,,,83.9
391,LBR,2021.0,16.106904,8.1979521,,15.100379,,,63.45730846,21.92789,99.3
392,HUN,1996.0,15.806289,7.9818398,7.7,,,,,,0.0
393,KIR,2016.0,44.406217,18.455656,,34.429073,,,61.75804085,43.02758,92.9
394,BLR,2003.0,19.213338,5.6974191,8.1,18.040241,1.4,,68.37573872,92.00116,4.4
395,PAK,1992.0,3.4227148,8.6713746,5.7,,,,,,86.6
396,EUR,1993.0,14.375487,5.9934977,6.7,,,,,,6.96
397,SWE,1994.0,9.9309795,4.5849953,6.2,,,,,,0.0
398,RWA,2018.0,3.7236981,4.0037032,,10.281859,,,67.62644841,69.86488,97.6
399,NRU,2011.0,67.125207,22.175489,28.4,39.419689,,,,65.78441,0.0
400,SGP,2005.0,5.7050556,10.455558,8.6,24.124893,,,80.54232367,100.0,0.0
401,UGA,2008.0,3.2976054,3.1746335,2.3,8.5959797,,,57.97310088,18.10774,99.2
402,MYS,1994.0,6.5162569,8.8478252,5.7,,,,,,3.8
403,MLI,2006.0,5.7254307,4.3597002,4.0,35.381554,51.2,,56.77509358,23.60696,99.1
404,PSE,2003.0,29.374248,11.760036,,40.484245,,,69.63177214,90.49698,
405,BMU,1998.0,17.083716,12.089371,,,,,,,
406,STP,1998.0,5.7506528,6.1881319,5.0,,,,,,99.8
407,GRL,2002.0,18.985794,5.5162836,,,,,,,
408,DZA,1999.0,13.01133,9.4841309,6.2,,,,,,4.1
409,GRC,2021.0,27.598083,12.238017,,34.90638,,,79.59785025,98.99718,0.0
410,WB_UMI,1998.0,6.9956221,5.9736982,5.8,,,,,,
411,JOR,2016.0,37.430784,14.613341,,28.006721,,,78.7600732,97.47696,0.1
412,CPV,2009.0,10.298257,7.6491065,6.1,25.477222,,,73.98241137,57.47693,31.1
413,PRK,2002.0,3.9387979,6.9890477,5.2,21.026394,,,62.79218596,75.19543,98.2
414,DMA,2008.0,22.11735,19.476029,9.7,23.078159,,,,74.08802,13.1
415,CRI,2012.0,24.862187,16.140693,8.1,46.205402,1.6,,80.42316166,96.40673,6.9
416,LCA,1994.0,12.899242,7.325951,5.9,,,,,,24.8
417,BFA,2019.0,5.6108229,8.4980927,,16.697981,,,62.61228276,22.82407,87.5
418,BTN,2015.0,8.3901793,12.095936,,10.145692,,,73.07489389,70.00458,20.0
419,SWZ,2004.0,18.154871,7.0266336,5.5,23.577511,,,41.87434793,51.49477,69.7
420,PER,2004.0,13.786274,3.8791936,5.6,26.733786,13.5,,76.9955842,67.16079,45.8
421,PER,1997.0,10.978288,2.9372463,5.2,,,,,,71.5
422,MRT,2017.0,19.133006,8.4219784,,43.376282,,,69.81185094,45.53805,54.5
423,LSO,2004.0,12.472636,5.1879108,5.3,11.601728,,,43.80676222,17.34002,77.9
424,HND,1995.0,11.479222,4.6387002,4.1,,,,,,77.9
425,SEAR,1995.0,1.483496,8.6489744,4.9,,,,,,85.54
426,AZE,2019.0,24.988432,12.487572,,23.451277,,,75.79966602,96.12903,1.8
427,SGP,2015.0,9.4588876,11.195151,,23.168169,,,82.84921063,100.0,0.0
428,KEN,2018.0,10.493397,3.9085131,,9.3812094,,,66.06922549,34.89064,82.0
429,RUS,2019.0,23.593754,9.6979029,,16.801409,,,73.21856487,88.70742,0.0
430,NZL,1998.0,19.657645,6.5150045,7.0,,,,,,0.0
431,NZL,1999.0,20.517848,6.6328734,7.2,,,,,,0.0
432,BRN,2020.0,29.985932,17.02264,,31.881798,,,76.76421584,97.04755,0.0
433,MRT,2011.0,15.674184,6.9088146,6.3,50.118774,,,68.79857098,34.23641,58.2
434,PRY,2016.0,27.905527,10.769218,,32.057148,1.7,,74.86420083,88.60471,34.0
435,SLV,1994.0,14.374349,5.4229375,5.8,,,,,,56.6
436,BHR,1992.0,18.55893,8.5095294,6.1,,,,,,0.0
437,FRA,2021.0,9.8792233,4.5965482,,23.840681,,,81.92274175,98.6468,0.0
438,OMN,2003.0,20.11344,12.044489,7.2,33.03162,,,72.75427676,90.67089,0.0
439,NOR,2003.0,13.321729,6.3521624,6.6,32.6199,0.2,,79.39711298,98.06875,0.0
440,GMB,2016.0,11.267933,8.9014292,,21.227236,,,64.05468717,46.77876,98.0
441,UGA,2020.0,6.8965137,3.4312602,,5.7788944,,,66.29850916,20.61083,98.6
442,COG,1997.0,4.35865,7.3304668,3.9,,,,,,93.6
443,GTM,2013.0,20.659614,14.724176,7.4,23.730869,,64.0,71.749288,66.38481,61.7
444,SDN,2006.0,9.0645149,10.869811,,21.534523,,,65.28684508,23.04947,80.2
445,QAT,2005.0,30.376506,15.460321,12.3,47.435535,,,71.03950228,99.93655,0.0
446,GRC,1993.0,15.756914,7.3494606,7.3,,,,,,0.0
447,PRI,2008.0,31.87376,21.243346,,36.348312,,,78.51538133,,0.0
448,MLI,1999.0,3.2672383,4.2360384,3.4,,,,,,99.3
449,KWT,2013.0,40.822726,19.333899,14.4,62.553352,,,81.73672815,100.0,0.0
450,GBR,2006.0,22.774577,7.0075788,7.2,32.641705,0.2,,79.22561092,99.1232,0.0
451,MUS,2019.0,18.213682,26.797977,,29.300543,,,74.05607067,,1.1
452,WB_LMI,2012.0,8.2267769,12.750793,7.4,29.974457,,,67.39300802,,
453,MMR,2020.0,6.9093361,12.11374,,21.818151,,,68.86849549,73.63688,59.9
454,WB_UMI,2014.0,11.770896,9.7079411,9.5,24.439268,,,74.53468804,,
